Data;Temperatura (øC);Volume (L);Ve¡culo
15/10/2009;21;22058;EJV5911
15/10/2009;21;21625;DBL6081
16/10/2009;19;16931;DBL5929
16/10/2009;20;15882;DBL5418
16/10/2009;20;15531;EFO4823
16/10/2009;20;15180;DBL6298
16/10/2009;20;15058;DPE6700
16/10/2009;20;14783;DBL6280
16/10/2009;20;14568;DBL5955
16/10/2009;20;14486;EJV4555
16/10/2009;20;13901;DBL5504
16/10/2009;20;13712;EJV5600
16/10/2009;20;13582;EJV4555
16/10/2009;21;12809;DBL6248
16/10/2009;21;11906;EJV4998
16/10/2009;21;11502;DBL6040
16/10/2009;21;11487;DPE6600
16/10/2009;21;11329;EJV5911
16/10/2009;21;11297;DPE6609
16/10/2009;21;11281;EJV4567
16/10/2009;21;11281;DBL5928
16/10/2009;21;11281;EQU0220
16/10/2009;21;11281;DBL5504
16/10/2009;21;11281;DBL6298
16/10/2009;21;11204;DBL6258
16/10/2009;21;10464;DBL5929
17/10/2009;18;7347;DPE6599
17/10/2009;18;7333;DBL6040
17/10/2009;18;7333;EQU0220
17/10/2009;18;6773;EJV5600
17/10/2009;18;6773;EQU0500
17/10/2009;18;8184;EJV5933
17/10/2009;19;20954;EJV4433
17/10/2009;19;21114;EJV5911
17/10/2009;19;21697;EJV5348
17/10/2009;19;21697;EJV5600
17/10/2009;19;21697;DBL6349
17/10/2009;19;21697;EJV4567
17/10/2009;19;21770;DBL6349
17/10/2009;19;21712;DBL6048
17/10/2009;19;21712;DBL6248
17/10/2009;19;21712;DBL6048
17/10/2009;19;21712;DBL5478
17/10/2009;19;21202;DBL5955
17/10/2009;19;20786;DBL6258
17/10/2009;19;14250;DBL6298
17/10/2009;19;14235;EJV5922
17/10/2009;19;14250;EJV4433
19/10/2009;20;11861;EJV5922
19/10/2009;20;11861;EJV5911
19/10/2009;20;11861;EJV4998
19/10/2009;20;11861;EZX9600
19/10/2009;21;11861;EJV5933
19/10/2009;21;11876;EQU0500
19/10/2009;21;11876;DPE6350
19/10/2009;21;11876;COA0541
19/10/2009;21;11876;EFO4823
19/10/2009;21;11876;EJV5070
19/10/2009;21;11876;EJV4555
19/10/2009;21;11592;EJV4555
19/10/2009;21;11592;EJV5911
19/10/2009;21;11592;EJV5933
19/10/2009;21;11592;DPE6350
19/10/2009;21;11457;DBL6258
19/10/2009;21;11457;EQU0500
19/10/2009;21;11457;DBL6282
19/10/2009;20;11457;EJV5922
19/10/2009;20;11457;EJV4558
19/10/2009;20;11457;COA0541
19/10/2009;20;11362;DBL6248
19/10/2009;20;11362;DBL6258
20/10/2009;18;10479;DBL6349
20/10/2009;18;10479;EJV4998
20/10/2009;18;10479;DBL5966
20/10/2009;18;10479;DBL5478
20/10/2009;18;10155;COA0541
20/10/2009;18;10155;DPE6599
20/10/2009;19;10155;DBL6298
20/10/2009;19;9514;EJV5922
20/10/2009;19;8880;DBL6298
20/10/2009;19;8637;DBL5478
20/10/2009;19;8637;COA0541
20/10/2009;19;8637;EQU0231
20/10/2009;19;8637;EJV5911
20/10/2009;20;8637;DBL6040
20/10/2009;20;8608;DBL6248
20/10/2009;20;8226;DBL6282
20/10/2009;20;7818;EJV4400
20/10/2009;20;7574;DBL5478
20/10/2009;20;7374;DBL5929
20/10/2009;20;7374;DBL6040
20/10/2009;23;22280;DBL6258
20/10/2009;23;22311;DBL5929
20/10/2009;23;22296;EJV4998
20/10/2009;24;22280;DBL6349
20/10/2009;24;22326;DPE6609
20/10/2009;24;22326;DBL5478
20/10/2009;24;22296;EJV5911
20/10/2009;24;22296;COA0541
20/10/2009;24;21578;EQU0844
20/10/2009;24;21012;DPE6609
20/10/2009;24;21012;EJV4998
21/10/2009;21;16931;EJV4558
21/10/2009;21;16931;EJV4400
21/10/2009;21;16931;EJV5600
21/10/2009;21;16400;EQU0844
21/10/2009;21;16400;DBL5955
21/10/2009;22;15866;DBL6282
21/10/2009;22;15866;DBL6081
21/10/2009;22;15866;DPE6350
21/10/2009;22;15866;EJV5338
21/10/2009;22;15866;DBL5929
21/10/2009;22;15638;DBL5929
21/10/2009;22;15638;DBL5938
21/10/2009;22;15638;EQU0220
21/10/2009;22;15638;EJV5600
21/10/2009;22;15638;DBL6349
21/10/2009;23;15296;EQU0500
21/10/2009;23;14936;EJV5922
21/10/2009;23;14936;DBL5966
21/10/2009;23;14844;EQU0844
21/10/2009;23;14615;DPE6600
21/10/2009;23;14615;EJV4555
21/10/2009;23;13778;EJV5933
21/10/2009;24;12924;DBL5955
21/10/2009;24;12688;DPE6599
22/10/2009;20;10053;DBL6280
22/10/2009;20;9995;DPE6609
22/10/2009;20;9780;DBL6349
22/10/2009;20;9398;DPE6700
22/10/2009;21;7619;COA0541
22/10/2009;22;5606;EQU0230
22/10/2009;22;5606;DPE6350
22/10/2009;24;20512;DBL6248
22/10/2009;24;20498;DBL6040
22/10/2009;24;20512;DBL5418
22/10/2009;24;20556;EJV4567
22/10/2009;24;19920;EFO4823
22/10/2009;24;19889;EQU0220
22/10/2009;24;19290;DPE6350
22/10/2009;24;19290;EJV5911
22/10/2009;24;19290;CVP6990
23/10/2009;20;17589;DBL5504
23/10/2009;20;17589;EJV5600
23/10/2009;20;17009;DBL6248
23/10/2009;21;16022;DPE6609
23/10/2009;21;15714;DBL5966
23/10/2009;21;15424;DKR3745
23/10/2009;21;15424;EQU0220
23/10/2009;21;15424;EJV4567
23/10/2009;22;15043;EZX9600
23/10/2009;22;14022;DPE6700
23/10/2009;22;14022;EJV5348
23/10/2009;23;13582;EJV5070
23/10/2009;23;13112;DPE6700
23/10/2009;23;13112;EQU0500
23/10/2009;24;28201;DBL6280
23/10/2009;24;28201;DBL6258
23/10/2009;24;28223;DBL6248
23/10/2009;24;28223;EJV5338
23/10/2009;24;28246;DBL6048
23/10/2009;24;28201;DBL6081
23/10/2009;24;27618;DBL5928
23/10/2009;24;27199;DBL5928
23/10/2009;24;26582;DBL6081
23/10/2009;25;25781;EQU0500
23/10/2009;25;23684;CVP6990
26/10/2009;21;12568;EJV4433
26/10/2009;21;12327;DBL5928
26/10/2009;22;12327;DBL6048
26/10/2009;22;12327;DBL6290
26/10/2009;22;12281;DBL5966
26/10/2009;22;12281;DBL5928
26/10/2009;22;12281;DBL6282
26/10/2009;23;12296;EJV5600
27/10/2009;21;11329;DBL6349
27/10/2009;21;10495;COA0541
27/10/2009;21;9922;DPE6700
27/10/2009;21;9860;DBL5928
27/10/2009;21;9557;DPE6700
27/10/2009;21;9543;DBL6040
27/10/2009;22;9412;EJV5600
27/10/2009;23;14615;COA0541
27/10/2009;23;23529;DBL6282
27/10/2009;23;23377;DPE6600
27/10/2009;23;23377;EJV4400
27/10/2009;23;23363;COA0541
27/10/2009;23;22828;DBL5966
27/10/2009;23;22828;DBL5418
27/10/2009;23;22828;EQU0500
27/10/2009;23;22828;DPE6350
27/10/2009;23;22828;EJV4998
27/10/2009;23;22828;EJV4567
27/10/2009;23;22828;DKR3745
27/10/2009;23;22828;CVP6990
27/10/2009;23;22828;EJV5911
27/10/2009;23;22487;DBL5938
27/10/2009;22;22402;EJV4567
27/10/2009;22;22264;EQU0844
27/10/2009;22;22086;DBL6081
27/10/2009;22;21957;DBL6040
27/10/2009;22;21436;DBL5929
27/10/2009;22;21217;DBL6040
28/10/2009;20;18507;DBL6349
28/10/2009;20;18011;EJV5600
28/10/2009;20;18011;EQU0230
28/10/2009;20;18011;DBL5504
28/10/2009;20;18011;DBL6081
28/10/2009;20;18011;DPE6350
28/10/2009;20;18011;DPE6600
28/10/2009;20;18011;DBL5418
29/10/2009;20;11771;EJV5922
29/10/2009;20;11426;EJV5070
29/10/2009;20;11426;CVP6990
29/10/2009;20;11071;DPE6700
29/10/2009;20;11071;DBL6040
29/10/2009;20;11071;EJV4998
29/10/2009;20;10893;DBL5929
29/10/2009;21;10715;EJV4998
29/10/2009;20;10715;DPE6700
29/10/2009;20;10715;DBL5955
29/10/2009;20;10715;EJV5933
29/10/2009;20;10715;DBL6040
29/10/2009;20;10376;DBL6280
29/10/2009;21;10302;DBL6349
29/10/2009;21;10302;DBL5418
30/10/2009;21;21856;DKR3745
30/10/2009;21;21827;DBL6048
30/10/2009;21;20630;EQU0844
30/10/2009;21;20320;DBL6282
30/10/2009;21;20320;DBL6282
30/10/2009;21;20320;DBL6298
30/10/2009;22;20320;DBL5418
30/10/2009;22;20320;EFO4823
30/10/2009;22;20231;EJV4555
30/10/2009;22;19952;DBL6248
30/10/2009;22;19352;DKR3745
30/10/2009;22;19352;DBL6282
30/10/2009;22;18932;DBL6048
30/10/2009;22;18661;DBL6280
30/10/2009;22;18646;EJV5070
30/10/2009;22;18162;DBL5955
30/10/2009;22;18162;EQU0500
30/10/2009;23;18162;EJV4998
30/10/2009;23;18162;EJV4567
30/10/2009;23;18102;EJV4555
30/10/2009;23;17721;DBL6280
30/10/2009;23;17465;DBL6282
30/10/2009;23;17465;EQU0220
30/10/2009;23;17237;DPE6599
30/10/2009;23;17237;EQU0844
30/10/2009;23;16446;EFO4823
30/10/2009;23;15866;DPE6350
30/10/2009;23;15592;EQU0231
30/10/2009;23;15500;DBL6048
30/10/2009;23;15424;EZX9600
30/10/2009;23;15312;DBL5938
30/10/2009;24;15312;DPE6700
03/11/2009;21;15393;DBL5938
03/11/2009;21;15393;DBL5504
03/11/2009;22;15393;DBL6298
03/11/2009;22;15393;EJV4998
03/11/2009;22;15393;DBL6282
03/11/2009;22;15393;DBL5418
03/11/2009;22;15393;EQU0230
04/11/2009;26;9572;DBL5504
04/11/2009;26;9543;DBL6040
04/11/2009;26;19441;DBL6048
04/11/2009;27;24367;DPE6700
04/11/2009;27;23834;DBL6248
04/11/2009;27;23834;EFO4823
04/11/2009;27;23834;EQU0500
04/11/2009;27;23834;DPE6606
04/11/2009;27;23834;EJV4400
05/11/2009;25;21799;DBL6258
05/11/2009;25;21799;EQU0231
05/11/2009;25;21562;DBL5504
05/11/2009;25;21261;DBL5929
05/11/2009;26;20910;EQU0220
05/11/2009;26;20498;EJV5338
05/11/2009;26;20453;EZX9600
05/11/2009;26;20349;DPE6600
05/11/2009;27;20349;EJV5338
05/11/2009;27;19845;EJV5338
05/11/2009;27;18887;EJV4400
05/11/2009;27;18615;DBL6048
05/11/2009;27;18615;EJV4555
05/11/2009;28;18132;DPE6606
05/11/2009;28;17890;DBL6349
05/11/2009;28;17890;DPE6609
05/11/2009;28;17890;DBL6349
05/11/2009;28;17890;EJV4567
05/11/2009;28;17890;DBL6290
05/11/2009;28;17890;EJV5348
05/11/2009;28;17906;DBL6248
05/11/2009;28;17845;DPE6609
05/11/2009;28;17541;EJV5911
05/11/2009;27;17085;DBL5955
05/11/2009;27;16799;EJV4567
06/11/2009;23;13293;DPE6599
06/11/2009;23;13293;DPE6350
06/11/2009;26;10606;DBL6081
06/11/2009;26;10606;EJV4567
06/11/2009;26;15592;DPE6599
06/11/2009;26;21899;DBL5938
06/11/2009;27;25547;DBL6282
06/11/2009;27;25560;EJV4555
06/11/2009;27;25534;DPE6350
06/11/2009;27;25404;DBL6282
06/11/2009;27;25206;DBL5478
09/11/2009;21;12075;DBL5504
09/11/2009;22;11130;DBL5504
10/11/2009;22;24411;DBL6040
10/11/2009;22;23957;DPE6700
10/11/2009;23;23684;EJV5348
10/11/2009;23;22958;DBL5938
10/11/2009;23;22673;EJV4400
10/11/2009;23;22416;DPE6350
10/11/2009;23;22358;EQU0500
10/11/2009;23;22234;DBL6248
10/11/2009;23;22086;DPE6700
10/11/2009;24;22000;DBL5929
10/11/2009;24;21755;DBL5955
10/11/2009;24;21275;DBL6040
10/11/2009;24;20968;DBL6081
10/11/2009;24;20722;DBL5955
10/11/2009;24;20379;DBL6248
10/11/2009;24;20364;EJV5911
10/11/2009;24;20364;EQU0500
10/11/2009;24;19936;EJV4400
10/11/2009;24;19936;EJV4998
10/11/2009;25;19636;EJV4400
10/11/2009;25;19636;EQU0220
11/11/2009;23;16568;EQU0844
11/11/2009;24;16568;EJV4558
11/11/2009;24;16072;DKR3745
11/11/2009;24;16072;DBL5929
11/11/2009;24;16072;EJV5911
11/11/2009;24;16072;COA0541
11/11/2009;24;15882;EJV4400
11/11/2009;25;15577;DBL5504
11/11/2009;25;15577;DBL6282
11/11/2009;25;15577;EQU0231
11/11/2009;25;15577;DBL5966
11/11/2009;25;15577;EJV5070
11/11/2009;25;15577;EJV4433
11/11/2009;25;15279;DBL6290
11/11/2009;25;15279;EJV5922
11/11/2009;25;15279;DBL6248
12/11/2009;23;10729;EJV4433
12/11/2009;23;10479;EQU0844
12/11/2009;26;23684;DPE6350
12/11/2009;26;23223;DPE6609
12/11/2009;26;23209;DPE6609
12/11/2009;26;22927;EJV4558
12/11/2009;26;22927;DBL6048
12/11/2009;26;22716;DKR3745
12/11/2009;26;22249;EJV5933
12/11/2009;26;22144;DBL6349
12/11/2009;26;22144;DPE6700
12/11/2009;27;22144;DBL5938
12/11/2009;27;21654;DBL5928
12/11/2009;27;21129;EQU0230
12/11/2009;27;21129;DPE6606
12/11/2009;27;20910;DPE6350
12/11/2009;27;20674;CVP6990
12/11/2009;27;20674;EJV4400
12/11/2009;27;20674;EZX9600
13/11/2009;23;18026;DBL5928
13/11/2009;23;17480;EJV4567
13/11/2009;23;17191;EJV5911
13/11/2009;24;16882;EJV4567
13/11/2009;24;16882;CVP6990
13/11/2009;24;16882;DBL6349
13/11/2009;24;16690;DPE6609
16/11/2009;23;15134;EJV5911
16/11/2009;23;15073;DPE6600
16/11/2009;23;14905;DBL5928
16/11/2009;23;14486;DBL6349
16/11/2009;23;14502;DBL5966
16/11/2009;24;14502;EJV4433
16/11/2009;24;14502;DPE6350
16/11/2009;24;14502;EJV5070
16/11/2009;24;14502;EQU0231
16/11/2009;24;14265;EQU0500
16/11/2009;25;14022;DBL6298
16/11/2009;25;13567;DBL6349
16/11/2009;25;13567;EQU0220
16/11/2009;25;13582;DPE6600
16/11/2009;25;13475;DKR3745
16/11/2009;25;13475;DPE6599
16/11/2009;25;13323;DBL5418
16/11/2009;25;13006;COA0541
16/11/2009;25;12924;EJV4998
17/11/2009;21;12858;DBL6282
17/11/2009;21;12858;EQU0231
17/11/2009;22;12538;DBL6048
17/11/2009;22;12447;EJV4433
17/11/2009;22;11846;DBL5504
17/11/2009;22;11846;DPE6599
17/11/2009;22;11592;EJV5338
17/11/2009;22;11592;EJV5348
17/11/2009;23;11592;DPE6606
17/11/2009;23;11265;EQU0844
17/11/2009;23;11249;DBL5929
17/11/2009;23;10952;DPE6599
17/11/2009;23;10449;EQU0231
17/11/2009;23;10449;DBL6081
17/11/2009;23;10449;EQU0230
17/11/2009;24;10376;DBL6081
17/11/2009;24;10097;DBL6282
17/11/2009;24;10053;EJV5933
17/11/2009;24;9369;DPE6600
17/11/2009;24;9268;EJV5070
17/11/2009;24;8966;DBL5929
17/11/2009;24;8737;DPE6600
17/11/2009;24;8537;DPE6700
17/11/2009;24;8537;DPE6606
17/11/2009;26;17207;EQU0230
17/11/2009;26;23543;EZX9600
17/11/2009;26;23293;EJV4567
17/11/2009;26;23335;DBL5478
17/11/2009;26;23307;EQU0230
17/11/2009;26;23293;EJV4400
17/11/2009;26;23307;DBL5928
17/11/2009;26;23307;DBL5418
17/11/2009;26;23251;DBL6282
17/11/2009;26;23223;EZX9600
17/11/2009;27;22730;EJV5922
17/11/2009;27;21842;DBL6040
17/11/2009;27;21363;EQU0230
18/11/2009;25;17556;EJV5600
18/11/2009;25;17556;EJV5348
18/11/2009;25;17556;DBL6258
18/11/2009;25;17556;EJV5348
18/11/2009;25;17556;DBL5418
18/11/2009;26;17404;EJV5933
18/11/2009;26;17420;DBL6349
18/11/2009;26;17329;EZX9600
18/11/2009;26;16553;DBL6258
18/11/2009;26;16088;EJV4555
18/11/2009;26;16088;DBL5478
18/11/2009;26;16072;DBL5478
18/11/2009;26;16088;DBL6349
18/11/2009;27;16088;EJV4555
18/11/2009;27;16088;DBL6040
18/11/2009;27;15958;DBL5418
18/11/2009;27;15821;DBL6282
18/11/2009;27;15279;DBL5955
19/11/2009;25;12973;DBL5966
19/11/2009;25;12188;DBL5504
19/11/2009;26;11297;DPE6350
19/11/2009;26;11265;DBL5478
19/11/2009;26;10606;DKR3745
19/11/2009;26;10606;EJV4555
19/11/2009;26;10606;DPE6599
19/11/2009;26;10606;EQU0844
19/11/2009;26;10606;EJV5911
19/11/2009;27;10606;DBL5955
19/11/2009;27;10606;EJV5338
19/11/2009;27;10606;EQU0844
19/11/2009;27;10606;DPE6609
19/11/2009;27;10068;DKR3745
19/11/2009;27;10039;EQU0500
20/11/2009;25;21770;DPE6609
20/11/2009;25;21770;EJV4998
20/11/2009;25;21071;EFO4823
20/11/2009;26;20895;DBL5929
20/11/2009;26;20127;DBL6081
20/11/2009;26;20049;DBL5938
20/11/2009;26;19666;EJV5338
20/11/2009;27;18811;DBL5478
20/11/2009;27;18540;EJV5338
20/11/2009;27;18409;EQU0231
20/11/2009;27;17966;DBL5928
20/11/2009;27;17374;EJV5348
20/11/2009;27;17374;EJV4433
20/11/2009;28;17237;EJV4998
20/11/2009;28;16568;DPE6599
20/11/2009;28;16568;DPE6609
20/11/2009;28;16202;DBL6040
20/11/2009;28;15439;DPE6600
20/11/2009;28;14519;EZX9600
20/11/2009;28;14250;EFO4823
20/11/2009;28;14250;EFO4823
20/11/2009;28;14250;DBL6280
23/11/2009;24;8982;DBL5929
23/11/2009;24;8694;EJV4555
23/11/2009;24;8363;DBL5929
23/11/2009;24;8057;DBL6349
23/11/2009;24;8057;DBL6349
23/11/2009;24;8057;CVP6990
23/11/2009;25;8057;DBL6040
23/11/2009;25;7973;DBL6282
23/11/2009;25;7347;DBL5478
23/11/2009;25;7209;EQU0844
23/11/2009;25;7209;DBL5955
23/11/2009;25;6977;DBL6248
23/11/2009;25;6436;DKR3745
23/11/2009;25;6436;COA0541
24/11/2009;23;4607;CVP6990
24/11/2009;23;4607;DBL5966
24/11/2009;23;4375;EJV5600
24/11/2009;23;4375;DBL5955
24/11/2009;23;4375;DKR3745
24/11/2009;23;4375;DPE6600
24/11/2009;23;4375;DBL6258
24/11/2009;23;4160;DBL5478
24/11/2009;23;3767;DBL5966
24/11/2009;24;3767;DBL6258
24/11/2009;24;3537;DPE6600
24/11/2009;24;3550;EZX9600
24/11/2009;24;3421;EJV4555
24/11/2009;24;3330;EZX9600
24/11/2009;24;3341;DPE6700
24/11/2009;25;3228;EJV5600
24/11/2009;25;3095;EJV4400
24/11/2009;25;3095;EJV5922
24/11/2009;25;2887;COA0541
24/11/2009;25;2887;DBL5929
24/11/2009;25;2887;DBL5928
24/11/2009;25;2887;EQU0844
24/11/2009;25;2887;EQU0500
25/11/2009;24;15012;EJV4558
25/11/2009;24;15012;EJV4400
25/11/2009;24;14631;EJV4433
25/11/2009;24;14486;EJV4998
25/11/2009;24;14486;DKR3745
25/11/2009;24;14486;EJV4998
25/11/2009;25;14311;DBL5928
25/11/2009;25;14159;EJV4555
25/11/2009;25;13679;EZX9600
25/11/2009;25;13582;DBL5955
25/11/2009;26;13384;EJV4555
25/11/2009;26;13384;DBL6081
25/11/2009;26;13308;EJV4555
25/11/2009;26;13308;DPE6606
25/11/2009;26;12825;DBL5966
25/11/2009;27;12568;DPE6606
25/11/2009;27;12568;EQU0231
25/11/2009;27;12568;DPE6600
25/11/2009;27;12583;DBL6282
25/11/2009;27;12296;DKR3745
25/11/2009;27;12296;EZX9600
25/11/2009;27;12311;DPE6700
25/11/2009;28;24440;DBL6248
25/11/2009;28;27340;DPE6600
25/11/2009;28;27410;EJV4558
25/11/2009;28;27375;EJV4555
25/11/2009;28;27375;DBL6290
25/11/2009;28;27375;EQU0500
25/11/2009;28;26863;EJV5922
25/11/2009;28;26285;DBL5418
25/11/2009;28;26297;DBL6280
26/11/2009;25;25273;EJV4555
26/11/2009;25;25036;DPE6350
26/11/2009;26;24382;DBL6349
26/11/2009;26;24382;EJV5348
26/11/2009;27;23640;DPE6700
26/11/2009;27;22716;DBL6248
26/11/2009;27;22716;EQU0231
26/11/2009;27;22716;EJV5933
26/11/2009;27;22716;EJV4567
26/11/2009;27;22616;EQU0500
26/11/2009;28;22144;DBL6040
26/11/2009;28;22072;DBL5504
26/11/2009;28;21770;DBL5929
26/11/2009;28;21770;EJV4558
26/11/2009;28;21546;EJV4558
26/11/2009;28;21173;DBL6040
26/11/2009;28;21173;DPE6609
26/11/2009;28;21173;DBL5928
26/11/2009;29;20770;DBL6298
26/11/2009;29;20770;DBL5955
26/11/2009;29;20770;DKR3745
26/11/2009;28;20770;DBL5928
26/11/2009;28;20770;EJV4998
26/11/2009;28;20690;DPE6700
27/11/2009;24;17860;DPE6609
27/11/2009;24;17465;DBL5478
27/11/2009;24;17450;EJV4558
27/11/2009;24;17237;EJV4433
27/11/2009;24;17085;EJV5070
27/11/2009;25;17085;EZX9600
27/11/2009;25;17085;EJV5338
27/11/2009;25;16782;DBL6290
27/11/2009;25;16431;EJV4558
27/11/2009;25;16431;DBL6349
27/11/2009;25;16431;EZX9600
27/11/2009;25;16248;EJV5911
27/11/2009;26;16248;DPE6599
27/11/2009;26;16248;EJV4433
27/11/2009;26;16248;DBL5478
27/11/2009;26;16248;DPE6600
27/11/2009;26;16248;EJV4998
27/11/2009;26;16138;EQU0844
27/11/2009;26;16138;COA0541
27/11/2009;26;15393;EQU0230
27/11/2009;27;15089;DPE6609
27/11/2009;27;14615;DBL5418
27/11/2009;26;14568;DPE6606
27/11/2009;26;14552;DBL6349
27/11/2009;26;14144;EQU0231
30/11/2009;23;14585;EJV5348
30/11/2009;23;14585;DBL6258
30/11/2009;23;14585;EQU0500
30/11/2009;23;14585;EJV4433
30/11/2009;23;14585;EJV5348
30/11/2009;23;14585;EJV4433
30/11/2009;23;14585;DBL6248
30/11/2009;24;14083;DPE6609
30/11/2009;24;14083;EJV5070
30/11/2009;24;14083;DKR3745
30/11/2009;24;13977;DBL6081
30/11/2009;24;13977;DBL6081
01/12/2009;24;10922;EJV4558
01/12/2009;24;10922;EJV5600
01/12/2009;24;10922;DBL5938
01/12/2009;24;10670;EJV5600
01/12/2009;24;10622;DPE6609
01/12/2009;24;10527;EJV4400
01/12/2009;24;10527;CVP6990
01/12/2009;24;10527;DBL6282
01/12/2009;24;10527;EJV4400
01/12/2009;24;10287;DBL6280
01/12/2009;24;9951;EJV4998
01/12/2009;24;9796;DBL6290
01/12/2009;24;9702;CVP6990
01/12/2009;25;9702;EQU0500
01/12/2009;25;9528;EJV4555
01/12/2009;25;9412;DBL6248
01/12/2009;25;9412;DBL5966
01/12/2009;25;9268;DBL6349
01/12/2009;25;8894;COA0541
01/12/2009;25;8894;DBL6040
01/12/2009;25;8894;DBL5929
01/12/2009;25;8794;DBL5478
01/12/2009;25;10082;EJV4558
01/12/2009;25;21436;EJV4998
01/12/2009;25;23699;DBL6081
02/12/2009;27;16736;DBL5928
02/12/2009;27;16675;DPE6700
03/12/2009;24;13824;EJV4555
03/12/2009;25;13308;EJV5338
03/12/2009;24;13217;EJV4555
03/12/2009;24;13217;DPE6600
03/12/2009;24;13051;CVP6990
03/12/2009;25;12779;DBL5966
03/12/2009;25;12042;EQU0230
03/12/2009;25;12042;DPE6609
03/12/2009;25;11816;DPE6600
03/12/2009;25;11816;DPE6606
03/12/2009;25;11816;EJV5922
03/12/2009;29;25456;DPE6350
03/12/2009;29;25430;DBL5929
03/12/2009;29;25469;EQU0500
04/12/2009;24;20998;EFO4823
04/12/2009;24;20468;EQU0230
04/12/2009;24;19920;DPE6606
04/12/2009;24;19696;EQU0231
04/12/2009;24;19097;DBL5966
04/12/2009;24;18721;DPE6700
04/12/2009;24;18721;DBL6290
04/12/2009;24;18721;DBL6040
04/12/2009;24;18507;DBL6280
04/12/2009;24;18344;EQU0230
04/12/2009;24;18162;EJV5933
04/12/2009;24;17951;DBL6248
04/12/2009;24;17951;DBL5955
04/12/2009;24;17784;EJV4400
04/12/2009;24;17784;EFO4823
04/12/2009;24;17754;DBL6040
04/12/2009;24;17131;EJV5600
04/12/2009;24;17131;DBL6298
04/12/2009;24;17131;DBL6081
04/12/2009;23;17131;DBL5504
04/12/2009;23;17070;EJV5070
07/12/2009;22;21957;EJV4998
07/12/2009;22;21957;EJV4433
07/12/2009;22;21363;EFO4823
07/12/2009;22;21363;EJV4558
07/12/2009;22;21363;COA0541
07/12/2009;22;21173;EJV5933
07/12/2009;22;20939;DBL6081
07/12/2009;22;20910;DBL5928
07/12/2009;22;20802;EJV4567
07/12/2009;22;20201;DBL6048
08/12/2009;21;18826;EJV5338
08/12/2009;21;18811;DPE6600
08/12/2009;21;18826;EJV5911
08/12/2009;21;18826;EJV4558
08/12/2009;21;18676;CVP6990
08/12/2009;21;18491;DBL5938
08/12/2009;21;18177;DBL5955
08/12/2009;21;17906;DPE6600
08/12/2009;21;17906;DKR3745
08/12/2009;21;17638;EJV4558
08/12/2009;21;17556;EJV5070
08/12/2009;21;17237;CVP6990
08/12/2009;22;17207;DPE6600
08/12/2009;22;17207;EJV4400
08/12/2009;22;17207;EQU0500
08/12/2009;22;16964;EQU0231
08/12/2009;22;16477;DBL6248
08/12/2009;22;16477;EQU0500
08/12/2009;22;16477;CVP6990
08/12/2009;22;16309;EQU0230
08/12/2009;22;16022;DBL5966
08/12/2009;22;16022;DBL5938
08/12/2009;22;15990;EZX9600
08/12/2009;22;15312;EFO4823
09/12/2009;23;11741;EZX9600
09/12/2009;23;11741;EJV4400
09/12/2009;23;11741;DBL6280
09/12/2009;23;15577;DPE6599
09/12/2009;24;24513;EZX9600
09/12/2009;25;26814;DBL6280
10/12/2009;21;25456;EJV5348
10/12/2009;22;24837;DPE6606
10/12/2009;22;24367;DBL6282
10/12/2009;22;23998;EJV5922
10/12/2009;22;23774;CVP6990
10/12/2009;23;23349;EJV5338
10/12/2009;23;23349;EQU0844
10/12/2009;23;23349;CVP6990
10/12/2009;23;23349;DBL5478
10/12/2009;23;23349;EJV5600
10/12/2009;23;23209;EJV4558
10/12/2009;23;23209;CVP6990
10/12/2009;23;22857;DBL6248
10/12/2009;24;22445;EQU0231
10/12/2009;24;22445;EJV4558
10/12/2009;24;22445;DPE6350
10/12/2009;24;22072;EJV5600
10/12/2009;24;21158;DKR3745
10/12/2009;24;21158;CVP6990
10/12/2009;24;21100;CVP6990
10/12/2009;24;21100;DBL6282
10/12/2009;24;21100;DBL5418
10/12/2009;24;20630;DBL5928
10/12/2009;24;20630;DPE6700
10/12/2009;24;20630;EJV5070
11/12/2009;22;19127;DBL5955
11/12/2009;22;18887;DBL6290
11/12/2009;22;18887;DBL6290
11/12/2009;23;18041;DBL5504
11/12/2009;23;17526;EJV5338
11/12/2009;23;17404;DBL5928
11/12/2009;23;17283;DBL6282
11/12/2009;23;16964;EJV5348
11/12/2009;23;16720;DBL5929
11/12/2009;24;16122;EJV5933
11/12/2009;24;15990;COA0541
11/12/2009;24;15990;DPE6700
11/12/2009;24;15990;COA0541
11/12/2009;24;15990;DBL6280
11/12/2009;24;15990;EJV4433
11/12/2009;24;15990;DBL5418
11/12/2009;24;15990;DKR3745
11/12/2009;25;15990;DPE6600
11/12/2009;25;15990;EJV5911
11/12/2009;25;15699;DPE6609
11/12/2009;25;15699;EZX9600
11/12/2009;25;15699;EJV4433
15/12/2009;20;18253;EJV5348
15/12/2009;20;18253;DBL6081
15/12/2009;20;18253;CVP6990
15/12/2009;20;18026;EJV5070
15/12/2009;21;18026;EJV4558
15/12/2009;21;18026;EJV4400
15/12/2009;21;18026;DBL6280
15/12/2009;21;18026;DBL6349
15/12/2009;21;17784;DBL5478
15/12/2009;21;16675;DKR3745
15/12/2009;21;15623;DBL5478
15/12/2009;21;15246;DBL6248
15/12/2009;21;14615;DPE6700
